sent_id	id1	id2	out1	out2	label
730	1882	217	whether or not a survey recipient responded	associated costs	0
108	161	856	blood pressure	the compliance in all the control criteria, except for LDL cholesterol	0
649	1782	884	Trough FEV 1 after 12 weeks of treatment	blood glucose levels	0
596	913	246	relative risk	caesarean birth	0
61	317	1002	the ORS scale	satisfaction	0
494	1952	20	Kinetic force platform gait analysis (PVF BW )	responsive	0
229	1289	862	the rate of success	VAS	0
391	632	216	WOMAC Pain	function	0
158	224	1067	'first-step' pain (measured on a 100 mm Visual Analogue Scale)	general foot health	0
634	1762	5	time to azoospermia	failures based on semen analysis	0
156	224	1065	'first-step' pain (measured on a 100 mm Visual Analogue Scale) and the Foot Health Status Questionnaire domains of foot pain, foot function and general foot health	foot function	0
236	399	1101	biochemically verified 7-day point prevalence smoking abstinence defined as no cigarettes (not even a puff) in the previous 7 days at Week 26, validated using salivary cotinine collected at Week 26	reported using pharmacotherapy in their most recent quit attempt	0
69	396	800	the validated HCPI	HCPI	1
65	108	800	PVF	all three scores in the comparative questionnaire (locomotion, every-day situations, and skin & coat)	0
68	1085	863	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes)	induced sputum inflammatory cells	1
158	224	1067	'first-step' pain (measured on a 100 mm Visual Analogue Scale)	foot function	0
445	1502	1099	sUA < 6.0 mg/dL at final visit	AE rates	0
564	1647	178	bone densitometry	serum metal ion concentrations	0
597	913	247	initiation of breastfeeding	likely to have continuous electronic fetal monitoring	0
124	1150	623	BP	mortality	0
81	1099	380	body weight	body composition	0
687	1833	1069	IPV (Composite Abuse Scale CAS)	proportions of women with CAS scores ≥7	1
766	1979	933	an injury surveillance with a missed match injury definition	limb injury prevention	0
54	1074	837	the proportion of patients with plasma HIV-1 RNA levels <200 copies/mL at week 24	virologic suppression	0
80	126	835	changes in pain as measured on a verbal rating scale from 0 to 10 during a flexion-extension range of motion evaluation	disc height	0
79	126	834	changes in disc height as measured on CT scans	disc height	1
548	1630	588	the frequency of fussing and crying of the infants	frequency of stooling	0
160	226	930	the total MET minutes of moderate and vigorous physical activity accrued over the past 7 days	body mass index	0
634	1762	5	time to azoospermia	time to azoospermia	1
360	626	294	the intra-individual change in the total score of the Hamilton Rating Scale for Depression (HAM-D, 17-item version) between baseline and the end of the 6-week acute phase	The incidence of adverse events	0
403	646	209	the EPDS (a 10-item scale developed for use in the postnatal period, in which a score ≥ 13 identifies probable depression 33 , and the physical and mental component scores (PCS and MCS) of the Short Form 36 (SF-36), a widely used general health status measure 34	PCS	0
615	1723	510	survey response bias	the characteristics of online respondents	0
229	389	478	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	Pre- and post-therapy LDLP/HDLP ratio	0
443	695	672	an ASAS40	the Bath AS Functional Index (BASFI) score	0
6	1016	100	blood pressure	Attendance at the monthly education sessions	0
55	105	788	a well-validated outcome measure for upper limb function and disability	total extension deficit of operated digits	0
22	1039	151	intestinal volume	Intestinal CO 2 gas volume before and after ESD	1
512	1583	982	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	converted again to positive	0
588	1701	526	intra-operative pain	Patient reported mean intra-operative pain scores by visual analog scale	1
121	179	454	the proportion of pregnant women who attended ANC with their partners at the subsequent antenatal visit	male partners attended the antenatal clinic	0
460	1519	661	PASI-75	the SF-36	0
494	770	539	the time until shock reversal	IL-2	0
415	652	944	systemic haemodynamics	haemodialysis	0
249	1619	952	sucrose/pacifier effect on pain reduction	easy to use	0
433	1494	47	Number of headache days over a 12 week period (item A MIDAS questionnaire)	impact on daily life of migraine like headaches	0
650	1782	886	Trough FEV 1 after 12 weeks of treatment	rescue medication use	0
341	1421	164	the rate of acute gastrointestinal complications	the risk of acute gastrointestinal complications	1
605	1717	365	changes in absenteeism, school rule infractions and suspension days during the four-month pretest period prior to randomization compared with the four-month intervention period	rule infractions	0
617	1723	512	response rate, survey response bias, item non-response, and cost	The total cost	0
341	1421	164	the rate of acute gastrointestinal complications	the risk of renal involvement	0
754	1936	56	Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating	total score	1
689	1833	1071	IPV (Composite Abuse Scale CAS) and depression (Edinburgh Postnatal Depression Scale EPDS)	recommend mentors to friends	0
25	1039	154	intestinal volume	The VAS score for the occurrence of nausea due to abdominal distension	0
31	50	567	IES-R	PTSD severity	0
56	273	1001	Treatment Alliance Scale (TAS) 40 and Client Satisfaction Questionnaire (CSQ) 44 	alliance	0
738	1896	637	The plaque scores	inhibitory effect of plaque regrowth	0
753	1936	55	Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	overall functioning	1
582	1671	182	the GSRS subscores for abdominal pain, distension, and flatus; and the SODA subscores for bloating and gas	the GSRS total score	0
670	1802	1019	The throughput times length of ED stay (LOS) and time to first physician 1	patient inflow	0
336	1458	751	a significant difference in mean birth weight	an infant with low birthweight	0
127	190	188	all-cause mortality over 3 years	The rates of adverse events	0
9	1016	104	blood pressure	Adherence to pedometer diary self-monitoring	0
69	396	800	the validated HCPI	Quality of life VAS	0
240	406	264	a dichotomous measure (occurrence of low back pain)	reservist military status	0
182	265	268	the precision of the final result set selected to answer the clinical question	precision scores for each question	1
358	1434	574	HbA 1c	relief in hyper- and hypoglycaemic distress	0
402	646	208	the EPDS (a 10-item scale developed for use in the postnatal period, in which a score ≥ 13 identifies probable depression 33	EPDS score	1
661	987	986	CRF as measured by the BFI	fatigue as measured by the BFI	1
597	913	247	induction of labour	likely to have continuous electronic fetal monitoring	0
122	1150	620	the primary care practices' mean levels of HbA1c	mean HbA1c	1
541	830	218	the change in morning peak expiratory flow (PEF) rate from baseline to the end of the treatment period (mean of weeks 23–24)	The PEF values	1
755	1936	57	Aberrant Behavior Checklist–Community (ABC) total score and subscale scores, based on the parent's or primary caretaker's rating	the ABC total score and subscales	1
597	913	247	caesarean birth	augmentation of labour	0
184	1270	549	90-day mortality	days of mechanical ventilation	0
590	896	409	PK parameters and safety and tolerability	Steady-state levels	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days; mortality at 30 days; therapy failure; crossover rate; and persisting pulmonary problems defined as oxygen dependency or still being on a ventilator at 30 days	therapy failure	0
175	257	1081	adherence	participation	0
166	237	611	Aberrant Behaviour Checklist-Community (ABC-C)	the CGI	0
547	1630	587	the frequency of fussing and crying of the infants	colic	0
241	406	265	a dichotomous measure (occurrence of low back pain)	BMI	0
83	1103	957	global quality of life change at 6-weeks, measured by EORTC QLQ-C30	two toxic deaths	0
596	913	246	induction of labour	episiotomy	0
306	1362	96	Self-reported knee-specific stiffness, pain and function	knee-specific results	1
357	1434	573	HbA 1c	self-rated health	0
337	1458	752	a significant difference in mean birth weight	adverse outcomes	0
54	105	787	a well-validated outcome measure for upper limb function and disability	the DASH questionnaire	0
682	1812	682	duration of diarrhea (in hours) from onset and from admission until cessation of diarrhea (passage of soft/formed or no stools for two consecutive 8-hour periods)	the duration of acute diarrhea	1
338	1421	161	the rate of renal involvement at one year	the rate of renal involvement	1
119	1145	1057	the number of additional donors deferred by the HQ	risk factor for HIV/AIDS or sexually transmitted infection	0
334	546	556	the proportion of patients in each group with cardiovascular risk ≥ 10% over five-years at 12 months follow up	systolic (adjusted difference 0.97 mmHg, 95%CI -2.34 mmHg to 4.29 mmHg) or diastolic (adjusted difference 0.70 mmHg, 95%CI -1.05 mmHg to 2.45 mmHg) blood pressure	0
743	1898	1088	3 types of acute-care services, defined as hospitalizations, partial hospitalizations, and visits to emergency departments (EDs)	clinical and economic outcomes	0
242	1313	565	the primary process outcome	daily inhaled corticosteroid use	0
69	396	800	PVF	all three scores in the comparative questionnaire (locomotion, every-day situations, and skin & coat)	0
300	507	872	the change from baseline to 52 weeks of carotid arterial wall volume, reflecting plaque burden, as measured by carotid cardiovascular magnetic resonance	the carotid arterial wall volume	1
